emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,fx,fy,fz,x,y,z,rx,ry,rz,t
-1,1,-14,-11,-7,-3,-5,0,-7.69165606684885,-5.44901785417915,-1.2291909552978908,67.33098602294922,683.265869140625,159.7061004638672,85.9881362915039,176.02476501464844,102.45330047607422,55.414204359054565
3,1,-2,0,-1,0,5,29,-7.69165606684885,-5.44901785417915,-1.2291909552978908,67.33098602294922,683.265869140625,159.7061004638672,85.9881362915039,176.02476501464844,102.45330047607422,55.414204359054565
-2,12,8,-7,-2,-2,-2,-9,-7.628801288753348,-5.53095238977868,-1.130229840477949,66.67979431152344,682.7694091796875,159.4543914794922,85.98933410644531,176.02415466308594,102.45623779296875,55.42924356460571
-3,-27,-55,-12,-3,-3,0,-1,-7.628801288753348,-5.53095238977868,-1.130229840477949,66.67979431152344,682.7694091796875,159.4543914794922,85.98933410644531,176.02415466308594,102.45623779296875,55.42924356460571
-2,-2,32,11,3,0,-3,-11,-7.628801288753348,-5.53095238977868,-1.130229840477949,66.51446533203125,682.6470336914062,159.39549255371094,85.98975372314453,176.02294921875,102.45621490478516,55.4332537651062
-2,0,-6,-13,-4,-2,-2,-3,-7.566038105116156,-5.490022768316681,-1.1604592465178591,66.51446533203125,682.6470336914062,159.39549255371094,85.98975372314453,176.02294921875,102.45621490478516,55.43425679206848
1,2,-29,-6,2,2,3,-4,-7.644135225755237,-5.524432442276785,-1.115097076748785,66.0590591430664,682.3102416992188,159.23826599121094,85.99321746826172,176.02040100097656,102.45619201660156,55.44428253173828
-1,7,-16,-4,-3,-2,-2,8,-7.644135225755237,-5.524432442276785,-1.115097076748785,66.0590591430664,682.3102416992188,159.23826599121094,85.99321746826172,176.02040100097656,102.45619201660156,55.44428253173828
-4,1,2,-12,-5,-2,-2,14,-7.663093326006263,-5.426737951052194,-1.05076931669378,65.81813049316406,682.12109375,159.1407470703125,85.99288177490234,176.0225830078125,102.45484161376953,55.44929599761963
0,-7,-6,9,4,1,-4,-13,-7.663093326006263,-5.426737951052194,-1.05076931669378,65.65436553955078,681.9947509765625,159.07879638671875,85.99250030517578,176.02342224121094,102.4541244506836,55.4543092250824
-3,-1,12,7,4,1,4,3,-7.481200928828146,-5.612417351783877,-0.9594655654400133,65.07412719726562,681.5604858398438,158.8621368408203,85.9932861328125,176.02499389648438,102.45675659179688,55.47385907173157
-1,4,27,7,-1,-1,2,10,-7.481200928828146,-5.612417351783877,-0.9594655654400133,64.82997131347656,681.375,158.7741241455078,85.99211883544922,176.0250701904297,102.4560775756836,55.47385907173157
-1,-8,-21,-2,0,2,1,0,-7.481200928828146,-5.612417351783877,-0.9594655654400133,64.82997131347656,681.375,158.7741241455078,85.99211883544922,176.0250701904297,102.4560775756836,55.47385907173157
-2,5,-52,-16,-3,-1,-4,-10,-7.481200928828146,-5.612417351783877,-0.9594655654400133,64.82997131347656,681.375,158.7741241455078,85.99211883544922,176.0250701904297,102.4560775756836,55.47385907173157
-3,-33,25,19,-1,-2,0,0,-7.414396475378119,-5.78317056058205,-0.8768547875096817,63.7940559387207,680.602294921875,158.41680908203125,86.0019760131836,176.0261688232422,102.46328735351562,55.49892520904541
-1,13,29,6,2,3,0,-4,-7.450335059256156,-5.846738668929271,-0.8869796008689994,63.7940559387207,680.602294921875,158.41680908203125,86.0019760131836,176.0261688232422,102.46328735351562,55.49892520904541
-1,24,19,-1,-4,-1,-1,0,-7.450335059256156,-5.846738668929271,-0.8869796008689994,63.7940559387207,680.602294921875,158.41680908203125,86.0019760131836,176.0261688232422,102.46328735351562,55.49992823600769
-3,-17,-35,-8,-2,-2,0,6,-7.450335059256156,-5.846738668929271,-0.8869796008689994,63.7940559387207,680.602294921875,158.41680908203125,86.0019760131836,176.0261688232422,102.46328735351562,55.49992823600769
-3,-2,-24,-6,-2,-1,-2,-7,-7.450335059256156,-5.846738668929271,-0.8869796008689994,63.631011962890625,680.4745483398438,158.36192321777344,86.00151062011719,176.02725219726562,102.46381378173828,55.5039381980896
-1,-8,-5,1,0,-2,0,5,-7.44345698925651,-5.912509305525913,-0.8350336718240045,63.631011962890625,680.4745483398438,158.36192321777344,86.00151062011719,176.02725219726562,102.46381378173828,55.5039381980896
2,5,-12,0,-1,0,2,12,-7.4452841573676904,-5.8534132268845545,-0.7820035618394743,63.38853073120117,680.2896118164062,158.28041076660156,86.00426483154297,176.0271453857422,102.46757507324219,55.50995421409607
-4,-5,26,10,4,2,-3,-32,-7.4452841573676904,-5.8534132268845545,-0.7820035618394743,63.38853073120117,680.2896118164062,158.28041076660156,86.00426483154297,176.0271453857422,102.46757507324219,55.50995421409607
-2,15,11,-5,-2,-1,2,10,-7.341384923259642,-5.955414690848103,-0.6370910639575823,62.521820068359375,679.6398315429688,158.01046752929688,86.01060485839844,176.0271453857422,102.47466278076172,55.52868676185608
2,-15,-14,-6,-1,-1,-2,8,-7.341384923259642,-5.955414690848103,-0.6370910639575823,62.362022399902344,679.517578125,157.95809936523438,86.01233673095703,176.02711486816406,102.47840881347656,55.533533334732056
1,-1,-11,6,5,2,-2,-15,-7.341384923259642,-5.955414690848103,-0.6370910639575823,62.362022399902344,679.517578125,157.95809936523438,86.01233673095703,176.02711486816406,102.47840881347656,55.53406858444214
-3,-8,-51,-9,-2,-3,-4,10,-7.341384923259642,-5.955414690848103,-0.6370910639575823,62.362022399902344,679.517578125,157.95809936523438,86.01233673095703,176.02711486816406,102.47840881347656,55.53406858444214
3,16,24,7,3,1,3,-1,-7.2980193454377735,-5.972805914662466,-0.483012710722051,61.71134948730469,679.0289916992188,157.7845916748047,86.0175552368164,176.02444458007812,102.4840087890625,55.548723220825195
0,-33,-42,-13,-4,-3,-9,-19,-7.2980193454377735,-5.972805914662466,-0.483012710722051,61.71134948730469,679.0289916992188,157.7845916748047,86.0175552368164,176.02444458007812,102.4840087890625,55.548723220825195
-3,-10,25,12,3,2,0,6,-7.275457258999936,-6.046835928624344,-0.4254908773216088,61.71134948730469,679.0289916992188,157.7845916748047,86.0175552368164,176.02444458007812,102.4840087890625,55.54922795295715
0,-7,1,-1,0,1,0,4,-7.275457258999936,-6.046835928624344,-0.4254908773216088,61.71134948730469,679.0289916992188,157.7845916748047,86.0175552368164,176.02444458007812,102.4840087890625,55.54922795295715
-1,-6,-5,-2,-2,-5,-3,-11,-7.340563756647339,-6.013688984184608,-0.30015078724236877,61.134727478027344,678.5950927734375,157.6326141357422,86.02141571044922,176.02430725097656,102.48603820800781,55.56337547302246
-3,10,43,11,0,-1,-2,12,-7.340563756647339,-6.013688984184608,-0.30015078724236877,61.134727478027344,678.5950927734375,157.6326141357422,86.02141571044922,176.02430725097656,102.48603820800781,55.56442141532898
-1,11,12,-7,-6,-3,-3,3,-7.333091437168526,-5.99458981059687,-0.1987841562595704,60.5212287902832,678.133056640625,157.45726013183594,86.02872467041016,176.02374267578125,102.49551391601562,55.578697204589844
-1,5,29,7,3,1,-1,-19,-7.333091437168526,-5.99458981059687,-0.1987841562595704,60.5212287902832,678.133056640625,157.45726013183594,86.02872467041016,176.02374267578125,102.49551391601562,55.578697204589844
1,-25,-46,-11,-2,1,-1,8,-7.181450008072494,-6.106110194892855,-0.13323825283348673,60.11212921142578,677.8215942382812,157.34510803222656,86.03016662597656,176.0240020751953,102.49443054199219,55.588547229766846
0,20,14,5,1,1,2,1,-7.181450008072494,-6.106110194892855,-0.13323825283348673,60.11212921142578,677.8215942382812,157.34510803222656,86.03016662597656,176.0240020751953,102.49443054199219,55.588547229766846
-2,3,-4,-14,-8,-3,-4,-1,-7.211701903746713,-6.165546178724855,-0.05892391677740039,60.11212921142578,677.8215942382812,157.34510803222656,86.03016662597656,176.0240020751953,102.49443054199219,55.58954668045044
0,5,27,10,2,3,5,15,-7.211701903746713,-6.165546178724855,-0.05892391677740039,60.11212921142578,677.8215942382812,157.34510803222656,86.03016662597656,176.0240020751953,102.49443054199219,55.59355688095093
3,11,-30,-18,-2,-3,3,-1,-7.120690518701034,-6.036419859256873,0.038703236355956294,59.51414489746094,677.3516235351562,157.19046020507812,86.03350067138672,176.02537536621094,102.49867248535156,55.60879731178284
-2,-4,-15,4,0,1,-2,-4,-7.120690518701034,-6.036419859256873,0.038703236355956294,59.51414489746094,677.3516235351562,157.19046020507812,86.03350067138672,176.02537536621094,102.49867248535156,55.60879731178284
4,5,18,-1,1,0,-3,0,-7.120690518701034,-6.036419859256873,0.038703236355956294,59.51414489746094,677.3516235351562,157.19046020507812,86.03350067138672,176.02537536621094,102.49867248535156,55.6093008518219
-3,2,-16,-4,-2,0,0,2,-7.120690518701034,-6.036419859256873,0.038703236355956294,59.51414489746094,677.3516235351562,157.19046020507812,86.03350067138672,176.02537536621094,102.49867248535156,55.6093008518219
2,-3,19,7,2,-2,-1,-2,-7.035999997427474,-6.075199316746668,0.13157423239529153,58.70442581176758,676.7196655273438,156.990966796875,86.03924560546875,176.02700805664062,102.50507354736328,55.62383580207825
-1,6,-12,1,1,0,3,1,-7.035999997427474,-6.075199316746668,0.13157423239529153,58.70442581176758,676.7196655273438,156.990966796875,86.03924560546875,176.02700805664062,102.50507354736328,55.62383580207825
0,-3,-2,3,0,-1,-2,3,-7.035999997427474,-6.075199316746668,0.13157423239529153,58.307579040527344,676.403564453125,156.89622497558594,86.04409790039062,176.02651977539062,102.50991821289062,55.633862257003784
-3,7,42,5,-4,-5,-5,-14,-7.035999997427474,-6.075199316746668,0.13157423239529153,58.307579040527344,676.403564453125,156.89622497558594,86.04409790039062,176.02651977539062,102.50991821289062,55.633862257003784
-2,-8,-17,-12,-3,-1,1,8,-6.9304284530769165,-5.965108936727321,0.14585136253982595,58.02275466918945,676.1787719726562,156.82652282714844,86.04409790039062,176.02838134765625,102.51091766357422,55.64389228820801
-5,7,13,10,5,3,2,-12,-6.924984580721007,-5.944939766287976,0.16053115529761353,58.02275466918945,676.1787719726562,156.82652282714844,86.04409790039062,176.02838134765625,102.51091766357422,55.64389228820801
-2,-10,-15,-2,-1,0,2,5,-6.861760404564274,-6.132223275415923,0.18955932912982887,57.70405197143555,675.9241943359375,156.7662811279297,86.04403686523438,176.02847290039062,102.51170349121094,55.65391445159912
-1,-1,-7,-2,-2,-3,-2,2,-6.861760404564274,-6.132223275415923,0.18955932912982887,57.70405197143555,675.9241943359375,156.7662811279297,86.04403686523438,176.02847290039062,102.51170349121094,55.65391445159912
-3,-1,-10,-7,-1,1,-1,-9,-6.878513856821207,-6.18432133622894,0.21095568158776556,57.162994384765625,675.4868774414062,156.6529998779297,86.0499267578125,176.02757263183594,102.51457214355469,55.669252157211304
5,11,39,6,-3,-4,-4,10,-6.740284261182185,-6.260912783528649,0.2823579482576457,57.162994384765625,675.4868774414062,156.6529998779297,86.0499267578125,176.02757263183594,102.51457214355469,55.669252157211304
-1,7,-2,-8,-1,0,-3,-15,-6.740284261182185,-6.260912783528649,0.2823579482576457,57.162994384765625,675.4868774414062,156.6529998779297,86.0499267578125,176.02757263183594,102.51457214355469,55.669252157211304
-2,-27,-22,8,2,0,-1,5,-6.740284261182185,-6.260912783528649,0.2823579482576457,57.162994384765625,675.4868774414062,156.6529998779297,86.0499267578125,176.02757263183594,102.51457214355469,55.669252157211304
3,-1,20,8,3,1,3,-1,-6.7248745909506695,-6.288188325102886,0.3256558806084384,56.77695846557617,675.1810913085938,156.586181640625,86.05147552490234,176.02479553222656,102.5146255493164,55.68378734588623
-1,-4,21,-2,-4,-3,-6,-11,-6.7248745909506695,-6.288188325102886,0.3256558806084384,56.77695846557617,675.1810913085938,156.586181640625,86.05147552490234,176.02479553222656,102.5146255493164,55.68378734588623
-1,1,-4,-2,-2,-2,-1,-3,-6.769282109165125,-6.546545814723485,0.36978169317769816,56.006282806396484,674.5532836914062,156.45697021484375,86.06414794921875,176.02642822265625,102.52879333496094,55.69433331489563
1,2,-5,-9,-2,-1,0,13,-6.769282109165125,-6.546545814723485,0.36978169317769816,56.006282806396484,674.5532836914062,156.45697021484375,86.06414794921875,176.02642822265625,102.52879333496094,55.69433331489563
-3,-10,-35,-19,-6,-3,-1,-7,-6.715989894549453,-6.703437464885847,0.4831347744754504,55.494956970214844,674.1456298828125,156.36354064941406,86.0767593383789,176.02679443359375,102.53451538085938,55.70931267738342
2,1,3,6,1,0,-2,-4,-6.715989894549453,-6.703437464885847,0.4831347744754504,55.494956970214844,674.1456298828125,156.36354064941406,86.0767593383789,176.02679443359375,102.53451538085938,55.70931267738342
0,-13,-4,6,1,1,1,2,-6.715989894549453,-6.703437464885847,0.4831347744754504,55.494956970214844,674.1456298828125,156.36354064941406,86.0767593383789,176.02679443359375,102.53451538085938,55.70931267738342
-2,-12,13,-8,-4,-2,0,2,-6.715989894549453,-6.703437464885847,0.4831347744754504,55.494956970214844,674.1456298828125,156.36354064941406,86.0767593383789,176.02679443359375,102.53451538085938,55.70931267738342
